id,title,image,content,author_username,post_type,views,created_at,updated_at
a1555e18-7da1-4fe5-89cb-981f52378ade,Kinerja Fajar sebagai sayap,null,"Fajar bermain sebagai sayap dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user73,personal,2806,2025-01-24 23:02:15,2025-01-31 16:18:51
89d47a39-5854-49f9-99cb-3ebfd001c71e,Prediksi susunan pemain lawan Malaysia (3-4-3),null,Diperkirakan Rendy akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user78,personal,6940,2025-04-17 18:24:55,2025-05-07 07:07:52
6f74f959-e3e7-4648-9c30-e99adce42ebe,Reaksi fans terhadap susunan pemain lawan Arab Saudi,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user16,personal,7362,2023-04-10 11:03:30,2023-05-13 06:51:17
35ce7d8a-565c-45bb-94bb-fd30afd2f07b,Ulasan: Indonesia 0-0 Australia di Bandung,null,"Laga di Bandung berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Dedi berperan penting di menit 12. Skor akhir 0-0. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user30,personal,1029,2024-05-28 07:16:01,2024-06-04 04:22:35
48db662d-2e67-447a-998b-177727ab2abf,Rumor: Bayu diminati klub luar negeri,null,"Rumor beredar bahwa Bayu sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user74,official,15488,2024-01-13 11:35:37,2024-02-28 09:42:01
9e697496-eff7-402e-bede-d29f55c9ef00,Prediksi susunan pemain lawan Australia (3-4-3),null,Diperkirakan Gilang akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user53,official,1775,2025-10-12 02:35:10,2025-10-21 15:54:58
8f36bb11-533e-414c-bb9d-21ba1999cef9,Ulasan: Indonesia 1-4 Korsel di Gelora Bung Karno,null,"Laga di Gelora Bung Karno berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Gilang berperan penting di menit 45. Skor akhir 1-4. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user58,personal,13824,2023-10-13 00:55:47,2023-11-09 01:59:13
e227a2ec-ea25-4c95-ab6b-b2d845dd6eb1,Ide taktik baru untuk menghadapi Vietnam,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Vietnam. Menekan sejak menit 12 bisa memberi efek kejutan. Bagaimana menurut kalian?,user12,personal,5449,2024-09-23 08:12:51,2024-11-09 11:50:24
e8d2703f-423a-4022-ae37-573c6759f585,Ide taktik baru untuk menghadapi Arab Saudi,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Arab Saudi. Menekan sejak menit 77 bisa memberi efek kejutan. Bagaimana menurut kalian?,user34,official,9347,2024-10-19 02:51:43,2024-12-12 01:53:45
7ad9aa8b-2620-4f87-88b4-67ba5429d34c,Reaksi fans terhadap susunan pemain lawan Malaysia,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user70,personal,10276,2023-03-30 19:16:33,2023-04-04 16:06:57
eb7b6f8c-20ac-482e-8454-09c09532f0f7,Rumor: Fajar diminati klub luar negeri,null,"Rumor beredar bahwa Fajar sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user9,personal,13230,2023-07-06 05:41:48,2023-08-30 13:08:11
223cde9a-f91a-4a5c-9060-53c3807b6d42,Pratinjau melawan Thailand — apa yang bisa diharapkan,null,"Menjelang laga melawan Thailand di ajang Piala AFF, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user67,personal,8544,2023-11-14 07:20:05,2023-12-14 19:26:10
f670320f-02be-455a-85f7-edcc96a1642e,Pratinjau melawan Arab Saudi — apa yang bisa diharapkan,null,"Menjelang laga melawan Arab Saudi di ajang Kualifikasi Piala Asia, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user2,official,18448,2023-06-05 07:34:16,2023-06-12 10:16:51
5be9f1bd-8692-41e3-82e7-8a3e105def3f,Rumor: Bayu diminati klub luar negeri,null,"Rumor beredar bahwa Bayu sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user37,personal,14358,2025-04-23 20:38:00,2025-05-23 05:32:57
7ba9e3be-f7c7-4f23-8591-e720272a3feb,Rumor: Rendy diminati klub luar negeri,null,"Rumor beredar bahwa Rendy sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user15,personal,18128,2023-08-30 11:31:05,2023-09-25 22:08:07
f35a85cc-b9ef-4dfc-bbb5-570463279dbd,Kinerja Dedi sebagai bek,null,"Dedi bermain sebagai bek dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user33,personal,3024,2025-09-12 07:50:17,2025-10-23 10:50:28
b6a2ebf2-c755-4a7c-a1e1-b6fdc25fb3f3,Prediksi susunan pemain lawan Thailand (3-4-3),null,Diperkirakan Ilham akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user57,official,14014,2025-05-21 08:07:25,2025-05-22 06:39:20
bb749909-a826-4a2e-8ed4-604ddefbe043,Ulasan: Indonesia 4-4 Malaysia di Bandung,null,"Laga di Bandung berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Bambang berperan penting di menit 68. Skor akhir 4-4. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user19,personal,4176,2023-03-06 23:29:34,2023-04-05 21:47:12
03e9dc51-06d0-46f6-ba2b-0dede0c6affc,Kinerja Rizky sebagai bek,null,"Rizky bermain sebagai bek dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user80,personal,7757,2023-09-10 10:30:17,2023-09-27 15:03:59
9f754222-83f3-40f1-aba3-d9251b724879,Ide taktik baru untuk menghadapi Malaysia,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Malaysia. Menekan sejak menit 77 bisa memberi efek kejutan. Bagaimana menurut kalian?,user21,personal,12535,2023-03-02 03:45:28,2023-04-16 20:32:42
82788d89-82e6-4adc-ad0e-a65f2d6d543c,Pratinjau melawan Irak — apa yang bisa diharapkan,null,"Menjelang laga melawan Irak di ajang Kualifikasi Piala Asia, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user25,personal,10756,2024-03-08 19:04:29,2024-03-15 12:50:12
41ffa368-b684-4568-8e40-145566dabdbb,Prediksi susunan pemain lawan Korsel (3-4-3),null,Diperkirakan Ilham akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user34,personal,19024,2024-02-17 09:18:12,2024-02-21 02:26:56
0491479d-ec8d-4d0f-a53e-237da83ef53c,Ulasan: Indonesia 4-4 Arab Saudi di Surabaya,null,"Laga di Surabaya berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Dedi berperan penting di menit 77. Skor akhir 4-4. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user15,personal,18893,2023-10-23 06:39:01,2023-11-17 00:11:48
c608980c-8c60-411d-8803-3ed4167222c0,Ulasan: Indonesia 3-0 Thailand di Bandung,null,"Laga di Bandung berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Gilang berperan penting di menit 68. Skor akhir 3-0. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user43,official,10286,2023-07-13 14:22:06,2023-08-11 18:10:11
eba488be-51c1-46cf-b39a-28afb76c616c,Rumor: Ilham diminati klub luar negeri,null,"Rumor beredar bahwa Ilham sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user25,personal,12423,2023-09-28 08:12:34,2023-11-27 02:27:47
fca5281a-1230-47f5-bffe-9db17c614020,Rumor: Ilham diminati klub luar negeri,null,"Rumor beredar bahwa Ilham sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user56,official,19879,2025-10-14 01:11:41,2025-11-14 08:05:23
cb5588e0-a6b3-43e7-b33d-f73f9c913eb9,Ide taktik baru untuk menghadapi Irak,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Irak. Menekan sejak menit 89 bisa memberi efek kejutan. Bagaimana menurut kalian?,user37,official,10983,2023-05-26 01:43:37,2023-06-17 21:00:37
4c975e95-3874-48fa-958f-f28080ffc07c,Reaksi fans terhadap susunan pemain lawan Australia,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user61,official,2386,2024-12-08 11:08:43,2025-01-17 16:51:46
568c8f7d-3ac0-4557-8887-350c0b3c4452,Reaksi fans terhadap susunan pemain lawan Australia,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user19,personal,3492,2024-10-22 10:35:56,2024-11-12 16:32:08
15ad8a86-ca5c-47ac-a26f-463434d609d0,Pratinjau melawan Irak — apa yang bisa diharapkan,null,"Menjelang laga melawan Irak di ajang Kualifikasi Piala Dunia, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user60,official,18314,2025-07-14 00:04:17,2025-08-13 19:25:45
217d3a76-db7d-43a1-8405-54c79fc17ff1,Prediksi susunan pemain lawan Arab Saudi (3-4-3),null,Diperkirakan Fajar akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user34,personal,9086,2025-03-20 19:27:56,2025-05-06 20:39:30
0678eaf7-9931-4b0e-9b2a-c09b13dffb1e,Reaksi fans terhadap susunan pemain lawan Jepang,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user43,personal,17699,2023-05-06 04:09:10,2023-05-19 14:35:15
983a395b-ee26-4cd5-b497-c1e0130d464a,Pratinjau melawan Arab Saudi — apa yang bisa diharapkan,null,"Menjelang laga melawan Arab Saudi di ajang Kualifikasi Piala Dunia, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user53,personal,17780,2024-12-24 18:55:01,2025-02-03 03:44:28
0a2e7e14-be7c-4cbc-93be-c6077977b450,Ulasan: Indonesia 3-0 Arab Saudi di Bali,null,"Laga di Bali berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Bayu berperan penting di menit 77. Skor akhir 3-0. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user46,personal,12779,2024-10-12 22:14:44,2024-12-04 04:23:25
82d7178f-468e-4c98-bc1c-db95e38d846a,Reaksi fans terhadap susunan pemain lawan Australia,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user4,personal,11014,2024-09-20 02:01:04,2024-10-06 02:35:59
e9ac6ecf-6cde-428b-9a10-1ba0961aa187,Prediksi susunan pemain lawan Malaysia (3-4-3),null,Diperkirakan Fajar akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user4,personal,14044,2023-07-30 19:14:36,2023-09-13 15:04:43
22966851-d850-4b88-99cf-ed127cc338ef,Pratinjau melawan Jepang — apa yang bisa diharapkan,null,"Menjelang laga melawan Jepang di ajang Kualifikasi Piala Asia, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user44,personal,9117,2024-10-16 21:04:33,2024-11-10 08:54:39
af226cc9-1cea-4778-8981-1385c974668b,Prediksi susunan pemain lawan Irak (3-4-3),null,Diperkirakan Bambang akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user6,personal,8102,2023-11-06 16:42:17,2023-11-08 16:11:36
3dba6f91-f510-4f01-929e-1cb6b66b32e9,Rumor: Andi diminati klub luar negeri,null,"Rumor beredar bahwa Andi sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user60,personal,12087,2023-09-18 15:37:57,2023-11-16 11:27:53
b91fa018-1c48-4434-a0dc-895e1f8ee5a3,Rumor: Bambang diminati klub luar negeri,null,"Rumor beredar bahwa Bambang sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user49,personal,6498,2023-04-29 01:21:14,2023-06-25 13:02:30
edaf82e2-eb11-4f3e-aa89-084646406b58,Reaksi fans terhadap susunan pemain lawan Vietnam,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user45,official,14037,2025-10-24 15:18:11,2025-11-29 14:47:44
b0a6e902-2b8b-4baa-9671-b12dcf2a4f08,Ulasan: Indonesia 0-3 Korsel di Gelora Bung Karno,null,"Laga di Gelora Bung Karno berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Rendy berperan penting di menit 89. Skor akhir 0-3. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user47,official,5013,2024-11-07 12:08:15,2024-11-24 14:33:58
3bc3a449-0f83-47d3-aba4-ef9599827617,Reaksi fans terhadap susunan pemain lawan Jepang,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user35,personal,8044,2023-05-15 15:01:37,2023-06-11 16:58:36
27a654c0-29fa-4019-bfdf-bf0dfbd26fb0,Ide taktik baru untuk menghadapi Irak,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Irak. Menekan sejak menit 68 bisa memberi efek kejutan. Bagaimana menurut kalian?,user42,personal,15976,2023-11-26 12:24:04,2023-12-30 23:12:11
01bb7e35-ce68-491c-af8c-e634f7472a69,Prediksi susunan pemain lawan Korsel (3-4-3),null,Diperkirakan Ilham akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user11,personal,13317,2025-01-28 23:30:08,2025-03-23 21:09:23
fa03a668-b60c-4224-be9e-d8816898e1a1,Prediksi susunan pemain lawan Irak (3-4-3),null,Diperkirakan Bayu akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user38,personal,13251,2024-01-13 23:04:26,2024-02-12 16:35:08
21799082-e9b1-44e5-956c-7ba69ead7a5e,Reaksi fans terhadap susunan pemain lawan Korsel,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user46,official,8877,2024-04-21 07:44:01,2024-05-15 17:32:47
5c4fb000-f30f-49b2-bc01-01ad09cb2893,Pratinjau melawan Australia — apa yang bisa diharapkan,null,"Menjelang laga melawan Australia di ajang Piala AFF, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user62,personal,19319,2025-03-25 23:52:48,2025-05-22 22:30:11
43d61102-0137-4cb4-9059-a4ba70bc3bdf,Kinerja Bambang sebagai penyerang,null,"Bambang bermain sebagai penyerang dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user69,personal,8988,2023-03-12 16:56:53,2023-03-18 00:00:10
0a4242c1-022a-453c-b9e4-ef732f484284,Rumor: Ilham diminati klub luar negeri,null,"Rumor beredar bahwa Ilham sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user37,official,15686,2024-11-15 05:52:01,2024-12-18 07:46:09
4e9bae6d-08f4-4ab7-ab47-20bb994152f4,Pratinjau melawan Jepang — apa yang bisa diharapkan,null,"Menjelang laga melawan Jepang di ajang Piala AFF, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user10,official,1756,2023-08-24 16:47:34,2023-09-08 04:26:54
a6a022ad-bf91-4133-a949-3667c89facdb,Prediksi susunan pemain lawan Jepang (3-4-3),null,Diperkirakan Dedi akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user78,official,7395,2025-03-22 18:54:58,2025-04-28 17:15:40
53968840-853a-46a1-87a7-f74f6066e237,Ide taktik baru untuk menghadapi Jepang,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Jepang. Menekan sejak menit 52 bisa memberi efek kejutan. Bagaimana menurut kalian?,user8,official,3251,2023-11-19 18:53:40,2023-12-10 06:37:07
5d6756fa-cf36-423c-b033-ecf5881cf5e8,Kinerja Bambang sebagai bek,null,"Bambang bermain sebagai bek dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user58,official,15398,2024-03-28 10:56:00,2024-03-31 14:59:22
d41da983-f781-479f-9d3e-883f0aadf5e4,Pratinjau melawan Jepang — apa yang bisa diharapkan,null,"Menjelang laga melawan Jepang di ajang Laga Uji Coba, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user76,personal,13930,2023-06-28 07:10:14,2023-08-20 04:05:34
c70dcc5c-8f25-459e-92f2-dab95153e668,Pratinjau melawan Jepang — apa yang bisa diharapkan,null,"Menjelang laga melawan Jepang di ajang Piala AFF, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user77,official,9457,2024-11-13 04:49:38,2024-11-25 06:35:32
ee9f2818-bd23-4dd6-bae0-7a89386cc28d,Ide taktik baru untuk menghadapi Arab Saudi,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Arab Saudi. Menekan sejak menit 89 bisa memberi efek kejutan. Bagaimana menurut kalian?,user6,personal,10561,2025-07-26 20:04:33,2025-08-20 03:28:31
6632a6d2-a70a-4932-a9a2-5e01a4ae13e6,Ulasan: Indonesia 4-0 Australia di Mataram,null,"Laga di Mataram berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Bambang berperan penting di menit 52. Skor akhir 4-0. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user23,official,17005,2025-10-09 02:02:03,2025-11-21 00:30:12
aab9076a-f34c-4e4b-90ef-1ddeb2949dad,Kinerja Andi sebagai bek,null,"Andi bermain sebagai bek dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user43,personal,3427,2023-09-07 19:59:06,2023-10-09 20:28:59
0671d796-9489-47c1-beca-66d5d193de43,Ide taktik baru untuk menghadapi Jepang,null,Mungkin formasi 3-5-2 bisa digunakan untuk melawan Jepang. Menekan sejak menit 12 bisa memberi efek kejutan. Bagaimana menurut kalian?,user41,personal,10593,2023-06-30 01:52:13,2023-08-08 07:39:59
bc142b45-0d74-4dbc-93d6-818f3ba0c597,Prediksi susunan pemain lawan Thailand (3-4-3),null,Diperkirakan Rendy akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user67,personal,16334,2025-08-29 12:55:40,2025-10-11 10:57:28
693edb15-674e-4192-86b4-fbd9fc76ec96,Prediksi susunan pemain lawan Australia (3-4-3),null,Diperkirakan Rizky akan bermain di lini depan. Campuran pemain muda dan senior membuat keseimbangan menarik. Apa pilihan kalian?,user16,personal,19951,2024-01-07 17:39:21,2024-01-23 02:42:13
d4d4e757-6b4c-46ba-830d-9473ae51e754,Kinerja Rendy sebagai bek,null,"Rendy bermain sebagai bek dan menunjukkan permainan yang cukup baik. Beberapa umpan akurat, tapi penyelesaian akhir masih kurang. Masih bisa berkembang.",user16,personal,16330,2024-03-29 09:23:15,2024-05-17 19:08:42
9daea4a5-4e0e-40e7-95e8-a3f685f4d75e,Reaksi fans terhadap susunan pemain lawan Arab Saudi,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user19,personal,6245,2025-07-20 02:24:59,2025-09-07 10:42:12
ae0b8ab9-2753-45c3-98c4-dd917d057e18,Reaksi fans terhadap susunan pemain lawan Vietnam,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user1,personal,9783,2025-06-30 18:37:27,2025-08-26 01:56:36
1103888a-f075-4254-aa25-e4bcfa2fe18d,Reaksi fans terhadap susunan pemain lawan Malaysia,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user70,personal,14920,2024-05-14 20:43:44,2024-06-02 04:19:14
96cb618d-ba2c-46df-ad01-fbcb73f9b922,Reaksi fans terhadap susunan pemain lawan Arab Saudi,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user49,personal,4984,2025-02-08 11:11:25,2025-02-12 01:27:08
64a3c5db-23d7-4737-96b6-3a37982ca22d,Pratinjau melawan Korsel — apa yang bisa diharapkan,null,"Menjelang laga melawan Korsel di ajang Laga Uji Coba, pelatih diperkirakan akan menggunakan strategi bertahan. Kita perlu waspadai kecepatan lawan dan peran bek sayap. Pendapat kalian?",user2,personal,13434,2025-10-14 04:01:01,2025-10-29 03:42:16
dc84b4bd-9282-4c4c-944d-ab06d43d9715,Ulasan: Indonesia 2-4 Jepang di Surabaya,null,"Laga di Surabaya berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Fajar berperan penting di menit 23. Skor akhir 2-4. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user49,personal,15989,2025-04-20 10:32:20,2025-04-23 22:11:23
555e1e37-bc97-4ae7-b5cf-5048d7457343,Rumor: Bambang diminati klub luar negeri,null,"Rumor beredar bahwa Bambang sedang diminati klub luar negeri setelah performa apiknya. Kalau benar, semoga ini bisa mengembangkan kariernya dan membantu tim nasional juga.",user13,personal,14538,2023-09-16 10:31:43,2023-10-15 12:20:06
d0d561fe-bd45-4cc8-9b64-bb03bcdab4ab,Ulasan: Indonesia 2-3 Korsel di Gelora Bung Karno,null,"Laga di Gelora Bung Karno berlangsung sengit. Indonesia tampil cukup baik di babak pertama; Rizky berperan penting di menit 68. Skor akhir 2-3. Pertahanan masih perlu ditingkatkan, tapi serangan dari sayap cukup menjanjikan.",user19,personal,17405,2024-10-02 02:24:09,2024-11-26 01:06:37
99a768e5-01da-431e-a135-4d942361cc40,Reaksi fans terhadap susunan pemain lawan Malaysia,null,"Banyak fans terkejut dengan keputusan pelatih. Di media sosial ramai perdebatan — ada yang mendukung keputusan itu, ada juga yang tidak setuju.",user64,official,4689,2023-12-27 16:36:45,2024-02-10 11:10:10
